OrgUnit_ID,OrgUnit_Code,Facility,Country,Country_Code,County,County_Code,SubCounty,SubCounty_Code,Ward,Ward_Code
KHvqFJPtkKN,27718,Olive Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
XWYsl2EZS1S,27719,Olive Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
k9IYp6ua3Sb,24594,Open Doors Medical clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Nachu Ward,KE_Ward_597
VACHFLENtRk,16490,Orthadox Maternity & Health Centre,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Nachu Ward,KE_Ward_597
XbCtmsSiFyF,17395,Orthodox Maternity and Health Centre,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Nachu Ward,KE_Ward_597
psHPnxvKw84,10920,Othaya Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
jNQP3bcsyG7,17296,Our Lady's Hospice,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Ndeiya Ward,KE_Ward_603
R0v9rgrW073,24755,Outreach Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githunguri Sub County,KE_SubCounty_3035,Komothai Ward,KE_Ward_581
n8RNCpm9sIF,30686,PCEA Kenyatta Road Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
LE4rdLiThxy,32388,PCEA Mukinyi Pioneers Memorial Dispensary,Kenya,KE,Kiambu County,KE_County_22,Gatundu South Sub County,KE_SubCounty_3040,Ngenda Ward,KE_Ward_554
Fjn2JbWCdjZ,,PCEA Ngemwa Dispensary,Kenya,KE,Kiambu County,KE_County_22,Githunguri Sub County,KE_SubCounty_3035,Ikinu Ward,KE_Ward_579
lR1PCm5UL5e,22489,PCEA Ruburi Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Gatundu South Sub County,KE_SubCounty_3040,Ndarugu Ward,KE_Ward_553
ebXoTw3om83,17124,PEFA Mercy Medical Center,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Ndumberi Ward,KE_Ward_583
pe3wjGtnKAo,26903,PREDICTIVE HEALTH CARE AFRICA -RUIRU,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
a9e39FDEjbh,21207,Paloma Medical International,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Township Ward,KE_Ward_585
W0VNU5vWSv9,16749,Partners In Prevention,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
Ua2eAgMBqkU,31390,Pcea Gathugu Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githunguri Sub County,KE_SubCounty_3035,Komothai Ward,KE_Ward_581
LXV9Afwaa1Q,30062,Pcea Ngemwa Dispensary,Kenya,KE,Kiambu County,KE_County_22,Githunguri Sub County,KE_SubCounty_3035,Ikinu Ward,KE_Ward_579
K0Kj5Y0NQwO,32318,Peace and Serinity Recovery Centre,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
dvwzYIHlNO2,33752,Pearl Diabetes and Eye Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kahawa/Sukari Ward,KE_Ward_572
WMWt8TgUJcT,23597,Pearl Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Nachu Ward,KE_Ward_597
yVQplc0icVV,25724,Penda Medical Centre - Kahawa Wendani,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kahawa Wendani Ward,KE_Ward_573
uI4SVCBjxAT,23089,Penda Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwiki Ward,KE_Ward_1397
Y44T9vkn1Dc,28775,Pendopoint Medicare Centre,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
Zm3ZUSC3Jtz,16757,Penta Flowers Clinic (Juja),Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
QB0BVJnx85e,26081,Penta Tancom Ltd Ndarugu Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
ijQWG8z2YAL,,Penta Tancom Ltd Ndarugu Clinic,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
tl7NJCUyzRR,33757,Physiodent Limited-Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gatongora Ward,KE_Ward_571
pJQpI2fUu1g,10938,Piemu Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwiki Ward,KE_Ward_1397
upUlgBqJ7zo,10939,Pilot Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Hospital Ward,KE_Ward_566
iIRuVXLN5Sl,21732,Pioneer medical clinic,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
bSUG0xsBKIT,10940,Plainsview Nursing Home LTD,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
L5AeWdqgKYV,23298,Plan Med Health Services,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Muguga Ward,KE_Ward_592
pr3uCrWB2ay,25443,Plan Med Health Services (Kikuyu),Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
rotLxUc20Wk,10917,Pollen Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
QamNqKmFJOa,30613,Ponca Health Limited,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kahawa/Sukari Ward,KE_Ward_572
rL3bFueWkQq,22106,Precious Care Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Murera Ward,KE_Ward_559
MkTW1okLAO9,10945,Premier Bag and Cordage Dispensary,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
TeSfPYh7MSM,34405,Premire Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
LEtCKnI6TfB,32013,Presbyterian University Medical Clinic (Kikuyu),Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
pybWsnum0Fy,18556,Prescort Dispensary,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
W7Jq13gvnG3,20655,Prestige Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Bibirioni Ward,KE_Ward_601
IgMVgKqlvIy,17372,Primary Health Services,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Kabete Ward,KE_Ward_594
be75AfcLbBE,10947,Prime Medical services Ltd,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
UL1Qmwo5qI4,25654,Primecare Health Services,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
sBMGsok79Cb,32422,Primerose Rehab&Wellness Centre,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Township Ward,KE_Ward_585
J40J6VejBrP,22200,Prince Alvin Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Theta Ward,KE_Ward_560
Q97Z3y2e2T9,34852,Princeton Hopes Hospital Limited,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
lYVvnwSpT5k,34851,Princeton Hopes Hospital Limited,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
JySNGgsRMSy,27029,Progressive Lofty Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
czD6xFdSR6c,34491,Puma Medical Care,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwihoko Ward,KE_Ward_576
gP7mdosVgYI,30184,Qeyraat Medical Centre Limited,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Kabete Ward,KE_Ward_594
MeMuc4RvZVO,18181,Quality of Life Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
snOPNFSg0Wy,16758,Queen of Peace Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Theta Ward,KE_Ward_560
Ssq6UDqTr8K,31519,RFH Healthcare -Kiambu Road,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Township Ward,KE_Ward_585
kjtf3COWfJD,28655,RFH Healthcare Ruaka,Kenya,KE,Kiambu County,KE_County_22,Kiambaa Sub County,KE_SubCounty_3033,Ndenderu Ward,KE_Ward_588
MSPtdMAoltl,29039,RFH Healthcare Ruiru,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gatongora Ward,KE_Ward_571
WjEKTHP7ZD6,20383,Radiant Group of Hospital (Kiambu),Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Ndumberi Ward,KE_Ward_583
BjY1X4Bhcls,21785,Radiant Medical Clinic (Kiambu ),Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Township Ward,KE_Ward_585
VZYrvF8VK4D,32642,Radical Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
kd6q9PQrwxV,18326,Rafiki Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Sigona Ward,KE_Ward_598
NfzGiI9hHqc,10951,Ragia Forest Dispensary,Kenya,KE,Kiambu County,KE_County_22,Lari Sub County,KE_SubCounty_3029,Kinale Ward,KE_Ward_606
WwjKaLc3VUP,19295,Ramah Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
Ubea3ljWQK5,10952,Ramos Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Kabete Ward,KE_Ward_594
PpnbVI0gB1n,29962,Rans Afya medical center,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
rQy3ca3K85D,33077,Rapha Paradise Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
Zgh6sHhm1bE,20884,Rays Clinette,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Nyadhuna Ward,KE_Ward_593
IZhHy714Y0V,10955,Redland Roses Ltd Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
OvWYcTAMHCz,33012,Reena Healthcare Services,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
wswODSTVWP4,33013,Reena Healthcare Services,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
gpd5BR93TZ2,20652,Rehema medical clinic,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru East Ward,KE_Ward_604
oK2LcBHQh7C,25159,Rehoboth Salama Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Witeithie Ward,KE_Ward_562
yHRrxXQyVtp,29327,Relyon Medical limited,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
BWlNS3l3XEm,23976,Remitek Medical Center,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwihoko Ward,KE_Ward_576
E6PSP4lfo4x,17373,Renguti (PCEA) Women's Guild Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Nachu Ward,KE_Ward_597
FdQWrR7xKZd,28413,Reposes Health Services,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Murera Ward,KE_Ward_559
gU9UCUWfogR,28414,Reposes Health Services,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Murera Ward,KE_Ward_559
kO8T1S6DBGb,10035,Rescue Centre (Thika),Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Hospital Ward,KE_Ward_566
y9kG84ZXy5x,24933,Restesar Community Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwiki Ward,KE_Ward_1397
nTbinmqDgUy,20273,Review Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
IUIajcIDxbh,10957,Riabai Dispensary,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Riabai Ward,KE_Ward_584
aEdFARk1Zsm,17248,Rironi Health Centre,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru Central Ward,KE_Ward_602
M7W127MClCw,22472,Rithika Medical And Counselling Centre Kangeta,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kahawa Wendani Ward,KE_Ward_573
DAZ2kX1sXGg,24860,Riverside Medicare Centre,Kenya,KE,Kiambu County,KE_County_22,Kiambaa Sub County,KE_SubCounty_3033,Kihara Ward,KE_Ward_590
OTcMKYJGHQa,27671,Robkha Runda Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Witeithie Ward,KE_Ward_562
bkGQTC4QnvP,21923,Romkan Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
xOSMHIMlHfI,10966,Royal Medical Clinic (Thika),Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
NMuqr8UODii,,Royalmed Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Gatundu South Sub County,KE_SubCounty_3040,Ngenda Ward,KE_Ward_554
hyCiPuKVurk,34214,Ruaka Health Centre,Kenya,KE,Kiambu County,KE_County_22,Kiambaa Sub County,KE_SubCounty_3033,Ndenderu Ward,KE_Ward_588
ZWIpQ03M1WL,10968,Ruby Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Gitaru Ward,KE_Ward_591
CiUmMQyGWfk,10967,Ruera Estate Dispensary,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Murera Ward,KE_Ward_559
UlvpBaVIhVu,10971,Ruiru Diagnostic Centre,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
fEfiqnc4xcH,10972,Ruiru East Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
slK5XGC5Nzx,10288,Ruiru GK Prison Dispensary,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
OtZ8gtdfEGc,18184,Ruiru Health Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
cTauyQlmmPy,10974,Ruiru Hospital Limited,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
cjvVqKTNYgY,30306,Ruiru Nursing Hospital Ltd,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
xDyK59BdcK7,30307,Ruiru Nursing Hospital Ltd,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
d62fP00Szyv,10973,Ruiru Sub-County Hospital,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
bzCB6E2R3cB,22876,Ruiru family clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
QFvDvNCcdgl,28242,Rukubi Medical Care,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Gitaru Ward,KE_Ward_591
xte5XazqajD,23029,Runda medical clinic,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Hospital Ward,KE_Ward_566
XsRHiYk4CJg,17250,Rwamburi Dispensary,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Ndeiya Ward,KE_Ward_603
WCVYcEx7GXb,31479,SICALY MEDICAL CLINIC,Kenya,KE,Kiambu County,KE_County_22,Gatundu South Sub County,KE_SubCounty_3040,Ngenda Ward,KE_Ward_554
PpTXC4YWTw1,28705,SOUL AFYA MEDI CENTRE,Kenya,KE,Kiambu County,KE_County_22,Gatundu South Sub County,KE_SubCounty_3040,Ngenda Ward,KE_Ward_554
nFjas8dNJhe,28544,ST Alvin Spa Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru Central Ward,KE_Ward_602
rRk0tTjQQga,34740,ST Collinscare Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Muguga Ward,KE_Ward_592
jTp2KxfgzIV,25822,ST Rhaphael Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kahawa Wendani Ward,KE_Ward_573
q9xXncCEGRK,10988,Sacred Heart Dispensary,Kenya,KE,Kiambu County,KE_County_22,Kiambaa Sub County,KE_SubCounty_3033,Muchatha Ward,KE_Ward_589
FW1phmqFJOj,24749,Safewest Life Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Township Ward,KE_Ward_585
cGcIsHKSHlD,28457,Saint Bridget Hospital LTD,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Ndumberi Ward,KE_Ward_583
d4BXDPhuCAn,23637,Salama Ampoule Healthcare,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kinoo Ward,KE_Ward_600
PE0Njg3nqDA,23103,Salama Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Karai Ward,KE_Ward_596
SBE7gQveEGX,,Samaritan Community Health Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Gitothua Ward,KE_Ward_569
XbKLOvzJQ21,10998,Samkim Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Gatundu North Sub County,KE_SubCounty_3039,Mang'u Ward,KE_Ward_558
enxkxVtljlW,31555,Sanative Medical Services,Kenya,KE,Kiambu County,KE_County_22,Gatundu North Sub County,KE_SubCounty_3039,Chania Ward,KE_Ward_557
GmmiMZOGJNF,26600,Sarsam Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Theta Ward,KE_Ward_560
HSOCc4CwUTs,22408,Sasa Centre (Kikuyu),Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
ZS8uDbQDVKF,,Sasa Centre -Ruiru,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
GpeszyhWc52,11000,Sawa Medical Consultants,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
WuscPPUf8ch,22540,Sawa sawa Health Services,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
wr1NYCUnDkn,31617,Semacare Hospital,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
mf6VAP9Vish,17267,Seth Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru Central Ward,KE_Ward_602
vqY3HPqMkjY,21230,Shacolas Orthodox Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Sigona Ward,KE_Ward_598
d7OZYAE6a60,26502,Shalom Juja Medical clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Theta Ward,KE_Ward_560
jXvuOdH6om0,27033,ShalomJoycareClinix ltd,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
JJGO6xnTnBF,18555,Shalome Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
Aib4dqBNwp9,25812,Shamata Community Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwiki Ward,KE_Ward_1397
spnk9WIjMqG,11005,Shammah Clinic,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Juja Ward,KE_Ward_561
K2rbGsiEu2U,23055,Shammah Health Services,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
VFzMlVWLYTJ,27398,Shebec Medical Clinic Limited,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwihoko Ward,KE_Ward_576
ws8AMzNa5GQ,34639,Sheeba Obygyne Care Centre LTD,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
aDI3buitqvZ,32849,Shelem Centre Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
CCGSlHN72uS,11007,Shikamoo Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
ZJX5Xxqq16T,11008,Shwak Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Muguga Ward,KE_Ward_592
C3GdLj2D2qW,21839,Sigona Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Muguga Ward,KE_Ward_592
pKTsWbqY0NB,11010,Siloam Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
HFV28C2yvbR,34338,Silver Cradle Gynecology and Family Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kinoo Ward,KE_Ward_600
gLSd11xqVwi,29789,Sinai GM Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Mwihoko Ward,KE_Ward_576
L8mCHYjAf6J,11013,Sinai Maternity and Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Githurai Sub County,3297,Kiuu Ward,KE_Ward_574
R6m5uX6694n,34856,Sinusense ENT Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
eYr3mZEQzTS,34855,Sinusense ENT Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
H7WGIqZe2cO,29730,Sioux Medical Center Limited,Kenya,KE,Kiambu County,KE_County_22,Ruiru Sub County,KE_SubCounty_3036,Biashara Ward,KE_Ward_570
HAg5xWVvEL8,18777,Sir John and Mbatia Community Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Karai Ward,KE_Ward_596
mvFIvsKsIns,31833,Sirmcal plus medical centre,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
CHLjykC4HeU,26203,Smith's Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Kikuyu Sub County,KE_SubCounty_3031,Kikuyu Ward,KE_Ward_599
QtbtAlpMGCe,17187,Soko Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Lari Sub County,KE_SubCounty_3029,Kinale Ward,KE_Ward_606
W3HB7ZZIVyT,,Sower Medical Clinic,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Kamenu Ward,KE_Ward_565
Dg7ESgGD34l,18761,Spa Nursing Home,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Theta Ward,KE_Ward_560
s4fQID1vNOf,17483,Speak and Act,Kenya,KE,Kiambu County,KE_County_22,Thika Town Sub County,KE_SubCounty_3037,Township Ward,KE_Ward_564
ZhtBuVkbI6q,31881,Spring Heritage Nursing Home,Kenya,KE,Kiambu County,KE_County_22,Juja Sub County,KE_SubCounty_3038,Kalimoni Ward,KE_Ward_563
ODkkuqR1XOG,19973,Springs of Patmos Clinic,Kenya,KE,Kiambu County,KE_County_22,Githunguri Sub County,KE_SubCounty_3035,Githiga Ward,KE_Ward_813
arZYbAdf5qd,31677,St Amellinah Medical Centre,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Kabete Ward,KE_Ward_594
iZ5Ns5TAOSJ,17973,St Andrews Cc Rironi Dispensary,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru Central Ward,KE_Ward_602
zpPVs8bYduv,,St Andrews Cc Rironi Dispensary,Kenya,KE,Kiambu County,KE_County_22,Limuru Sub County,KE_SubCounty_3030,Limuru Central Ward,KE_Ward_602
H0YXxkHa4Jb,17362,St Angela Melici Health Centre,Kenya,KE,Kiambu County,KE_County_22,Kabete Sub County,KE_SubCounty_3032,Kabete Ward,KE_Ward_594
YXi9EvL8uS1,11023,St Ann Lioki Dispensary,Kenya,KE,Kiambu County,KE_County_22,Kiambu Town Sub County,KE_SubCounty_3034,Ting'ang'a Ward,KE_Ward_582
