OrgUnit_ID,OrgUnit_Code,Facility,Country,Country_Code,County,County_Code,SubCounty,SubCounty_Code,Ward,Ward_Code
ssVO2bxvHtv,25776,AGC Ngoron dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Tirioko Ward,KE_Ward_781
Js2jIKhWf6P,17582,AIC Ebenezer,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
sTUhy2GeK9G,26322,Acacia Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
exJWm58Qgyt,32390,Adomeyon Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Loiyamorok Ward,KE_Ward_785
ES1vXopOipl,24539,Afya Kabel Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
Q2jhsxobzBU,34062,"Aga Khan Medical Center, Kabarnet",Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
C0eGXaSEHiP,14193,Aiyebo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
zEoEobhgPXc,20481,Akorian Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimo/Soi Ward,KE_Ward_791
npMa6l8gFOy,20457,Akwichatis Health Centre,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Silale Ward,KE_Ward_784
evhFdNQo8bW,26578,Alicent Medical Centre,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
BhFbEuA3lZ5,19321,Alpha Medical Clinic (Koibatek),Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
okO6j4SE323,27137,Alphil Medical  Centre(Baringo),Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
meW9wZL2Vx9,25169,Alphil Medical Centre Limited,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
HPFo1QW4oLC,14211,Arama Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus Kwen Ward,KE_Ward_806
mFfNCikLgni,14220,Atiar Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
nx8rAlWU0hn,20475,Ayatya Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
ueajbPgItSt,24323,Barbarchun Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
no3Q20FkJYs,20968,Baringo County Beyond Zero Mobile Clinic,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
NcCkDlIqJuM,14607,Baringo County Referral Hospital,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
AwVQ3uJftlj,17352,Barnet Memorial Hospital,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
HXJMJmTVPUt,14235,Barpello Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Kolowa Ward,KE_Ward_782
R6ifURdugzN,17056,Barsemoi dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
R5ojZThWuJk,14241,Bartabwa Health Centre,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
Jvhg2C1eQ8L,14242,Bartolimo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
KilcfFNdFJA,14243,Barwessa Health Centre,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
pTlrkLDOyAx,14246,Bekibon Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
POzNBYNzLLo,26325,Benonin Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
GshtdFVjHgT,26521,Biretuwonin Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimo/Soi Ward,KE_Ward_791
MgEAoZrPGni,23930,Bliss GVS Health Care (Eldama Ravine),Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
DMF5wWYxVHg,14269,Borrowonin Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
WN8SWfDASte,14270,Bossei Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
a2YRxZ59mLY,14292,Cheberen Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
IE9dGnb7S7h,20436,Chemasusu Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus Kwen Ward,KE_Ward_806
EYS2C6J7ram,17095,Chemoinoi Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
vUatEiL3txf,14321,Chemolingot Sub County Hospital,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Ribkwo Ward,KE_Ward_783
lJ8iK84732s,20461,Chemoril Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Loiyamorok Ward,KE_Ward_785
PO9Tw189WAW,16731,Chemsik Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Ribkwo Ward,KE_Ward_783
moXSvdSgz6F,26963,Chemura Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
P1IXfVtwfSV,16727,Chepkalacha Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
Yh9TiSUTbrT,14352,Cheplambus Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Tenges Ward,KE_Ward_795
BejrcHRR4aT,25581,Cheplogoi Siri Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
HxX500yuxqq,16736,Chepturu Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Kolowa Ward,KE_Ward_782
atqyHUnqfqh,16728,Chesirimion Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Loiyamorok Ward,KE_Ward_785
ZkbTg8ryBSo,17018,Chesongo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
JNMSLmAAn4F,14392,Churo Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Churo/Amaya Ward,KE_Ward_787
pZP7AaTtwYq,20047,Churo Health Centre,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Churo/Amaya Ward,KE_Ward_787
tKhtMkGYjIz,29825,Dandelion Ulla Marier Clinic (Mogotio),Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
LZIUggRb7ZA,18960,Dayato Sunshine Clinic,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
mcLiRw1v41p,25076,Desroyal Healthcare,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
HW0uOBzsXUB,28450,Donge dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Ribkwo Ward,KE_Ward_783
Ly7BTJcnyNq,14964,Eldama Ravine (AIC) Health Centre,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
C5O1sSoaVt7,19322,Eldama Ravine Nursing Home,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
XcYVma2H5FV,14432,Eldama Ravine Sub County Hospital,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
n03ViTNtej2,17351,Eldume dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Iichamus Ward,KE_Ward_799
dg1giSnbxgz,31986,Elicare Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
TeKLIwzizL1,14446,Emining Health Centre,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
yr4lOeKMGHI,20010,Emsos Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
nLeQzXHFLRg,14474,Equator Health Centre,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Mumberes/Maji Mazuri Ward,KE_Ward_808
t4AxPQ3mVbr,31366,Equity Afia Kabarnet Medical Center,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
kNAqc0TjwXt,14477,Esageri Health Centre,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Koibatek Ward,KE_Ward_810
LDQB3NPIARu,27120,Faraja Family Care Hospital,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
PCZWBGXdpBT,29707,GDC Staff Clinic Paka,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Loiyamorok Ward,KE_Ward_785
Fcg1T0jNb7M,24322,Generation Afya Centre,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
EuZR4GnKQ3T,14473,Good Samaritan Catholic Mission Hospital- Tangulbei,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
i23cXw6c6bu,19383,Hillview Park Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
inyFpqRbdte,25446,Honeyland Heallth .,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
j1vx9bsgCAV,14557,Igure Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Mumberes/Maji Mazuri Ward,KE_Ward_808
wdazZWAchmX,14568,Illinga'Rua Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Iichamus Ward,KE_Ward_799
rAFb3baHx8w,31254,Issanda Paediatric and Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
MupzDrjyEyV,30339,KABUSWO DISPENSARY,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
B2oeiOL3JUF,24333,KERIO HOSPITAL-KABARNET CLINIC,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
E5j5gSJ02qg,23828,Kabarnet Bliss Medical Center,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
pxiG72rj4Ep,29580,Kabarnet Cottage Hospital,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
WTCwVNxBCva,17492,Kabarnet Faith Clinic,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
oW3SkSEMcvL,14608,Kabarnet High School Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
nbIgCElzcE4,17595,Kabarnet Womens' Clinic,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
kXKjaWPSN9N,14609,Kabartonjo Referral Hospital,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
UzyvkfU32Bl,14619,Kabimoi Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus/Perkerra Ward,KE_Ward_809
sllivpgjLVf,17087,Kabiyet Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Ravine Ward,KE_Ward_807
LHYG6taDqAA,20007,Kabogor Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
VwjWZPgEuqV,34199,Kailer Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Iichamus Ward,KE_Ward_799
gYQ0p6264fQ,17100,Kalabata Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
ZphZMydyPR8,16726,Kalapata Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
iOvnmVbUTLx,17098,Kamar Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
MMyjIyiY3E9,14677,Kampi Samaki Health Centre,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Iichamus Ward,KE_Ward_799
IdM54nOB8vc,14678,Kamurio Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Tirioko Ward,KE_Ward_781
ebW7TuuWuON,22891,Kapchepkisa Dispensary (Baringo North),Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
mwPJSkfv5gA,14694,Kapchepkor Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
ZWrL29eIXNf,26327,Kapcholoi Dipensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus Kwen Ward,KE_Ward_806
bHFuoTfIWkc,14702,Kapindasim Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mukutani Ward,KE_Ward_801
eaGF5C5JbH7,14709,Kapkein Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
FQn9uxMgroc,14710,Kapkelelwa Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
a4TFhgCyJMj,14716,Kapkiamo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
KpN61JN6tkQ,22664,Kapkitony Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
HAqSsMMvliD,14723,Kapkole Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
LRquRhMVt4V,26567,Kapkole Dispensary (Baringo North),Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimo/Soi Ward,KE_Ward_791
tLBNNFe9zSU,20467,Kapkombe Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
agoZZYNNVZG,17019,Kapkomoi Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Ewalel/Chapchap Ward,KE_Ward_796
geSMiYmY8Go,14729,Kapkuei Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
Ux2xFegbYAh,21245,Kapkuikui Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
EyxTBFv9eYO,14732,Kapkures Dispensary (Baringo),Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
AxcEIYpvsXk,23574,Kapkut Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
JiUDQUJPI8Z,14735,Kaplel Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Sacho Ward,KE_Ward_794
Tc10F3JWnj5,14743,Kapluk Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
gB1xXLsxDuE,14784,Kaptimbor Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
vR7h8p5xmAq,14785,Kaptiony Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
mXka8EGlJtk,14775,Kaptorokwa Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Ewalel/Chapchap Ward,KE_Ward_796
XwgQ8yRrEpt,14788,Kaptum Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
ZkexKmEmFI6,14790,Kaptumin Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
fUUkvML4uKW,14793,Kapturo Dispensary (Bartabwa),Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
IEtF9rjRjaR,23084,Kaptuya dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Churo/Amaya Ward,KE_Ward_787
dXdR7XsR7PO,16737,Kapunyany Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Tirioko Ward,KE_Ward_781
cURHqHv6kJ7,15481,Karen Roses Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus/Perkerra Ward,KE_Ward_809
LYTyQH8xnIv,20353,Kasaka Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Kabartonjo Ward,KE_Ward_789
NJJ6xYVhNy6,14809,Kasiela Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
BRhwCoYGgji,14810,Kasisit Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
uFkkpCAauQz,14811,Kasitet Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
iCyCDlTtIXD,20485,Kasoiyo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
HpVRXLsB4L5,14812,Kasok Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
lNnqJRMHcfo,30161,Katam Medical Clinic,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
YRbbcaNsefp,14817,Katibel Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
VqVo6BjHlrD,26782,Katikit Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Ribkwo Ward,KE_Ward_783
SUGFc0iW6vE,20458,Katungura Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
XCs85MxkKNV,30521,Kerio Hospital (Marigat),Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
Wvu8I5dgbJ9,26303,Keriwok Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty East Sub County,KE_SubCounty_2958,Tangulbei/Korossi Ward,KE_Ward_786
YKkHEjP3KRl,14843,Keturwo Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
okmK25moiih,26261,Kibagenge Dispensary Baringo,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
e2vITk4GmN8,17088,Kibias Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus/Perkerra Ward,KE_Ward_809
HMVL4meC7C6,14851,Kibingor Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
OpaZHWAnkl2,17102,Kibiryokwonin Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimo/Soi Ward,KE_Ward_791
BZ7HdJQhFP9,14855,Kiboino Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
f2WXAYmMVTu,25673,Kibotany Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
Dalv39I1sBS,14867,Kimalel Health Centre,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Marigat Ward,KE_Ward_798
rdxYtDCVNVv,20006,Kimngorom Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
Sg219K4F1Ti,26501,Kimoriot Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mochongoi Ward,KE_Ward_800
hTBe5wxcgar,20009,Kimose Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Emining Ward,KE_Ward_803
nOVMb7I56W1,14881,Kimugul Dispensary (Baringo North),Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
KBcCmct2D5o,14888,Kinyach Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
ofoGWA3a5fz,14889,Kipcherere Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimo/Soi Ward,KE_Ward_791
kZgpfpGJMxF,33056,Kipkaren dispensary ( Baringo North),Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Bartabwa Ward,KE_Ward_792
U8JZMF0DCDV,17091,Kipkitur Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
WSAbGL21Gfs,17154,Kiplombe Dispensary (Koibatek),Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Koibatek Ward,KE_Ward_810
gZlk5SZXMMJ,16733,Kipnai Dispensary,Kenya,KE,Baringo County,KE_County_30,Tiaty West Sub County,KE_SubCounty_3253,Kolowa Ward,KE_Ward_782
Tg6EMD8Y2zU,14907,Kipsacho Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Sacho Ward,KE_Ward_794
DKcRoNyzk0Z,14912,Kipsaraman Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Saimoi/Kipsaraman Ward,KE_Ward_790
miMOa1UuHYb,17099,Kipsogon Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
AeMJdXQ7yOt,23469,Kipsoit Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kabarnet Ward,KE_Ward_793
biHq0Ii9Gyb,14923,Kiptagich Health Centre,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Sacho Ward,KE_Ward_794
tbuFtBXG50Z,26524,Kiptaiwa Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo North Sub County,KE_SubCounty_2957,Barwessa Ward,KE_Ward_788
LnHHTiD9lBD,20011,Kiptoim Dispensary,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Mogotio Ward,KE_Ward_802
Z4oxNX03R0x,14933,Kiptuno Dispensary,Kenya,KE,Baringo County,KE_County_30,Koibatek Sub County,KE_SubCounty_2953,Lembus Kwen Ward,KE_Ward_806
yw1iloaDmPe,14940,Kisanana Health Centre,Kenya,KE,Baringo County,KE_County_30,Mogotio Sub County,KE_SubCounty_2954,Kisanana Ward,KE_Ward_804
TdZFcglGpRk,14941,Kiserian Dispensary,Kenya,KE,Baringo County,KE_County_30,Marigat Sub County,KE_SubCounty_2955,Mukutani Ward,KE_Ward_801
NLLNvgHzXhF,14944,Kisok Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Kapropita Ward,KE_Ward_797
yxgRMvuqy4F,16672,Kisonei Dispensary,Kenya,KE,Baringo County,KE_County_30,Baringo Central Sub County,KE_SubCounty_2956,Tenges Ward,KE_Ward_795
